_id,id,device_id,record_oid,count_start_date,count_end_date,average_daily_car_traffic,neighborhood_size ,counter_number,counter_type,speed_limit,max_speed,median_speed,percent_over_limit,speed85_percent,speed95_percent,longitude,latitude,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone
166,655507460,216,,,,,,,,,,,,,,-799452344,4045993546,Bloomfield,7,8,42003080900,2,8,5,3/6/24
167,658228067,168,2069832401,8/1/19,8/9/19,4921,,2,StatTrak,25,,29,81,33,36,-8001381925,4043073623,Mount Washington,2,19,42003190300,5,19,3,4/1/24
168,706207575,97,1467628094,5/16/19,5/28/19,,,5,StatTrak,25,,,,,,-8001562722,4039425912,Brookline,4,19,42003191700,5,19,6,4/26/24
169,706404914,98,2058412732,10/12/19,10/21/19,1625,,2,StatTrak,25,,23,23,27,31,-7999949288,40393387,Brookline,4,32,42003320600,5,32,6,4/25/24
170,72320601,101,1352281779,6/1/19,6/11/19,2238,,,StatTrak,,,29,,34,37,-8001752014,4043229119,Mount Washington,2,19,42003190300,5,19,3,4/1/24
171,731272720,110,901449477,6/14/19,6/24/19,3876,,,StatTrak,25,,27,68,31,34,-8005544829,4045370317,Sheraden,2,20,42003202200,5,20,6,1/16/24
172,735958826,197,2014643189,10/21/19,10/29/19,777,0.839,2,StatTrak,25,,26,58,31,34,-7998978792,4038262219,Overbrook,4,32,42003320400,5,32,3,4/23/24
173,736311994,121,1704999560,7/9/19,7/26/19,929,,5?,StatTrak,25,,22,25,27,31,-7989519209,4044343621,Point Breeze,9,14,42003140600,3,14,4,3/14/24
174,742086325,86,1760887247,4/18/19,4/26/19,5663,,1,StatTrak,25,,24,36,28,31,-7996410968,4045818056,Polish Hill,7,6,42003060500,6,6,2,2/6/24
175,743292552,64,500747930,2/5/19,2/14/19,,,,StatTrak,,,,,,,-799827432,4043616593,Bluff,6,1,42003010300,3,1,2,2/1/24
176,743497140,93,943727004,5/16/19,5/28/19,,,2,StatTrak,,,,,,,-7999008016,4038958486,Carrick,4,29,42003290400,3,29,3,4/23/24
177,772514898,186,999716292,8/30/19,9/9/19,4254,,4,StatTrak,25,,30,83,35,38,-7993040579,404717683,East Liberty,9,11,42003111300,2,11,5,3/8/24
178,802597781,158,,,,,,,,,,,,,,-79928802,4046659201,East Liberty,9,11,42003111500,2,11,5,3/8/24
179,833145460,58,486368234,5/1/19,5/8/19,6747,,,StatTrak,25,,27,64,32,36,-7991261299,4045995942,Larimer,9,12,42003120800,2,12,5,3/10/24
180,836677742,91,1836746369,12/4/18,12/7/18,927,0.313,,StatTrak,25,,193,0,195,198,-799581303,4045578027,Upper Hill,6,5,42003050600,3,5,2,2/22/24
181,845176518,191,1670061854,10/14/19,10/21/19,1107,,11,StatTrak,25,,23,33,23,32,-7989650287,4044068644,Point Breeze,9,14,42003140600,3,14,4,3/14/24
182,845300324,63,1060785814,2/5/19,2/14/19,2547,,2,StatTrak,25,,20,12,25,28,-7998436862,404361006,Bluff,6,1,42003010300,3,1,2,2/4/24
183,856876185,77,675961298,3/22/19,3/31/19,23,,3,StatTrak,25,,14,0,17,,-8001294617,4045661205,Central Northside,1,22,42003220600,1,22,1,1/21/24
184,857278686,27,1738651448,11/20/18,11/29/18,2475,,,StatTrak,25,59,24,40,29,32,-7992530461,4048692397,Morningside,7,10,42003101400,2,10,5,3/7/24
185,881392986,107,757964277,6/13/19,6/20/19,1231,,,StatTrak,25,,21,10,25,,-7992819115,4048115579,Morningside,7,10,42003101400,2,10,5,3/7/24
186,886617272,29,810841420,,,,,,StatTrak,,,,,,,-8003777271,4043797182,Elliott,2,20,42003562600,5,20,6,1/17/24
187,888525454,201,600630272,11/4/19,11/13/19,,,6,StatTrak,25,,21,17,26,29,-7992717887,4045150195,Shadyside,8,7,42003070600,2,7,4,3/11/24
188,906694669,210,1566003055,6/11/19,6/11/19,,,Tuesday SPC Video count,,,,,,,,-7996306663,4042832794,South Side Flats,3,16,42003160900,3,16,3,4/24/24
189,919072428,136,2104195251,10/8/19,10/15/19,7700,,6,StatTrak,25,,32,81,37,40,-7991802458,4046058382,East Liberty,9,12,42003111500,2,12,5,3/10/24
190,92152273,193,267047974,12/12/19,12/24/19,5262,,1,StatTrak,25,,25,49,30,35,-7991045413,4043763509,Squirrel Hill South,5,14,42003980300,3,14,4,2/21/24
191,938626817,172,1989358980,8/1/19,8/9/19,,,6,StatTrak,,,,,,,-7999064237,403864772,Carrick,4,29,42003290400,3,29,3,4/23/24
192,945509221,53,1316151566,1/14/19,1/22/19,5850,,12,StatTrak,25,,22,21,27,31,-7996265897,4047074741,Central Lawrenceville,7,9,42003090100,2,9,2,3/3/24
193,947828592,66,1764794992,2/5/19,2/14/19,,,,StatTrak,,,,,,,-7998160863,4043614347,Bluff,6,1,42003010300,3,1,2,2/1/24
194,956529597,153,2008214585,6/27/18,,,,,Intersection Study,,,,,,,-7998406358,4045235838,Strip District,7,2,42003020300,6,2,2,2/3/24
195,963269671,142,,,,,,,,,,,,,,-7990429,4041988,Swisshelm Park,5,14,42003141100,3,14,4,2/19/24
196,969791742,203,21253671,11/4/19,11/13/19,766,,1,StatTrak,25,,20,11,24,28,-7993247992,4045062189,Shadyside,8,7,42003070300,2,7,4,3/22/24
197,977387533,96,1988657290,5/16/19,5/28/19,,,4,StatTrak,25,,,,,,-8000567637,4038843812,Brookline,4,32,42003320600,5,32,6,4/25/24
198,979579410,54,732845995,1/14/19,1/22/19,573,,13,StatTrak,25,,18,4,22,25,-7996410468,4047152482,Central Lawrenceville,7,9,42003090100,2,9,2,3/3/24
199,980353019,219,685222674,11/22/19,12/4/19,2150,0.735,5,StatTrak,25,,28,73,34,49,-7993528241,4047356601,Stanton Heights,9,10,42003100500,2,10,5,3/7/24
200,983997146,113,1721221853,6/28/19,7/5/19,15000,,13,StatTrak,35,,29,,35,39,-7994134444,4045609443,Bloomfield,7,8,42003080400,2,8,5,3/1/24
201,990099842,88,,,,,,,,,,,,,,-7999912584,4043778315,Central Business District,6,1,42003020100,6,1,2,1/4/24
202,992607449,157,,,,,,,,,,,,,,-799315695,4045833,East Liberty,7,8,42003111500,2,8,5,3/11/24
203,995190042,205,112841430,11/14/19,11/22/19,1316,,5,StatTrak,25,,25,50,30,32,-7992986334,4043559683,Squirrel Hill South,5,14,42003141300,3,14,4,2/21/24
204,1390951989,223,34971343,12/30/19,1/14/20,450,,3,StatTrak,25,,20,11,24,28,-8002596555,4045295851,Manchester,6,21,42003210700,1,21,1,1/8/24
205,1787114552,226,898910124,12/30/19,1/14/20,877,,1,StatTrak,25,,23,29,28,32,-8000902355,4045646362,Central Northside,1,22,42003220600,1,22,1,1/21/24
206,2137013195,221,2090543825,12/30/19,1/14/20,477,0.141,2,StatTrak,25,,20,11,24,28,-8001681888,4045270551,Allegheny West,1,22,42003562700,1,22,1,1/7/24
207,45033818,224,632421281,12/30/19,1/14/20,384,,6,StatTrak,25,,21,17,26,32,-8002443778,4045322719,Manchester,6,21,42003210700,1,21,1,1/8/24
208,619209258,225,1008926761,12/30/19,1/14/20,1043,1.254,5,StatTrak,25,,24,34,28,32,-8002830301,4047246526,Marshall-Shadeland,1,27,42003271500,1,27,1,1/14/24
209,631180472,222,289077370,12/30/19,1/14/20,1105,,4,StatTrak,25,,21,21,27,33,-8002041849,4045511379,Manchester,6,21,42003210700,1,21,1,1/8/24
232,276865270,227,2030304291,1/23/20,1/31/20,334,0.43,6,StatTrak,25,,21,20,27,31,-799664035,4046525641,Lower Lawrenceville,7,6,42003060300,2,6,2,3/3/24
233,1533656734,228,228469783,1/23/20,1/31/20,3138,,1,StatTrak,25,,28,65,33,37,-7996724479,4046516856,Lower Lawrenceville,7,6,42003060300,2,6,2,3/3/24
234,2099401196,229,1991979153,1/23/20,1/31/20,5921,,3,StatTrak,25,,25,44,30,37,-7997151973,4046098888,Strip District,7,6,42003020300,6,6,2,3/2/24
235,1084152705,230,1951529248,1/23/20,1/31/20,1036,,4,StatTrak,25,,20,14,25,29,-7992426331,4043582877,Squirrel Hill South,5,14,42003141300,3,14,4,2/21/24
236,422288517,231,1246031363,1/23/20,1/31/20,463,,2,StatTrak,25,,27,62,32,36,-7991769609,404248555,Squirrel Hill South,5,14,42003141400,3,14,4,2/21/24
265,2109407346,232,2062678770,1/17/20,1/24/20,1328,,5,StatTrak,25,,28,73,32,35,-8001226277,404851894,Perry North,1,26,42003260700,1,26,1,1/15/24
298,373163087,233,411197110,2/5/20,2/13/20,223,,4,StatTrak,25,,20,14,25,32,-7992337727,4042157076,Squirrel Hill South,5,14,42003141400,3,14,4,2/15/24
299,1908186545,234,895575392,2/5/20,2/13/20,1446,,Check Radar,StatTrak,25,,28,72,32,35,-8002501879,4041892104,Beechview,4,19,42003191600,5,19,6,4/28/24
300,1153517202,235,,,,,,,,,,,,,,-7997892764,404227748,South Side Slopes,3,17,42003170600,3,17,3,4/3/24
301,1073085531,236,1359349771,12/3/20,12/11/20,871,,2,StatTrak,20,,18,3,21,24,-7997155373,4042283983,South Side Slopes,3,16,42003160800,3,16,3,4/22/24
302,1471518402,237,427738533,2/5/20,2/13/20,2224,0.47,3,StatTrak,25,,28,73,32,35,-799773935,4041781495,Arlington,3,16,42003160800,3,16,3,4/22/24
303,1425434092,238,821450226,2/5/20,2/13/20,2347,,1,StatTrak,25,,25,50,30,34,-7997419563,4041728605,Arlington,3,16,42003561600,3,16,3,4/22/24
304,695774116,239,1866996667,2/5/20,2/13/20,868,,2,StatTrak,25,,21,13,25,29,-7999004485,4038951511,Carrick,4,29,42003290400,3,29,3,4/23/24
331,757372218,240,86803959,2/14/20,2/22/20,5357,0.434,5,StatTrak,25,,29,78,35,39,-7989986633,4045821247,Homewood North,9,13,42003130300,2,13,5,3/17/24
364,1674924052,241,661669417,2/14/20,2/22/20,6446,,6,StatTrak,25,,31,87,36,40,-7990015639,4045728166,Homewood South,9,13,42003130300,2,13,5,3/17/24
365,1968083477,242,1451739989,2/14/20,2/22/20,3819,0.596,1,StatTrak,25,,24,37,29,32,-7990118099,4045542852,Homewood South,9,13,42003130300,2,13,5,3/17/24
366,1206641937,243,1116951503,2/14/20,2/22/20,2253,,3,StatTrak,25,,29,75,34,38,-7990102988,4045638085,Homewood South,9,13,42003130300,2,13,5,3/17/24
367,1624270451,244,1558284736,2/14/20,2/22/20,2651,1.004,4,StatTrak,25,,30,81,36,39,-7989907723,4045228261,Point Breeze North,9,14,42003140500,2,14,4,3/14/24
368,1788338498,245,1524542857,2/14/20,2/22/20,7277,,2,StatTrak,25,,32,95,37,41,-7989358943,4044935164,Point Breeze North,9,14,42003140500,2,14,4,3/14/24
397,412595515,246,168158378,3/3/20,3/11/20,,,1,StatTrak,25,,,,,,-7991486777,4045162043,Point Breeze,8,14,42003140400,3,14,4,2/17/24
398,188614060,247,1949557608,3/3/20,3/11/20,,,2,StatTrak,25,,,,,,-7991212119,404493181,Point Breeze,8,14,42003140400,3,14,4,2/17/24
399,149692142,248,485207398,3/3/20,3/11/20,,,4,StatTrak,25,,,,,,-7990885425,4044824039,Point Breeze,8,14,42003140600,3,14,4,3/14/24
400,1831921949,249,503027751,3/3/20,3/11/20,1671,,6,StatTrak,25,,29,,35,,-7990204144,4044799545,Point Breeze,9,14,42003140600,3,14,4,3/14/24
401,1071105336,250,1587325508,3/4/20,3/12/20,,,5,StatTrak,,,,,,,-7997607339,4041703426,Arlington,3,16,42003561600,3,16,3,4/22/24
402,211740980,251,1468820472,3/4/20,3/12/20,,,3,StatTrak,,,,,,,-7997599721,40417567,South Side Slopes,3,16,42003160800,3,16,3,4/22/24
430,1569746323,252,2083972553,3/19/20,3/27/20,,,6,StatTrak,,,,,,,-7994855466,4046222049,Bloomfield,7,8,42003080900,2,8,5,3/6/24
431,181242809,253,1002358491,3/19/20,3/27/20,,,2,StatTrak,,,,,,,-7994829475,4046510432,Bloomfield,7,9,42003080900,2,9,5,3/6/24
432,1191932721,254,876365385,3/19/20,3/27/20,,,5,,,,,,,,-7997917022,4042216775,South Side Slopes,3,17,42003170600,3,17,3,4/3/24
433,1613398642,255,97073868,3/19/20,3/27/20,,,3,StatTrak,,,,,,,-8000249215,4042253654,Mount Washington,3,18,42003180700,5,18,3,4/5/24
434,1120210172,256,1974939792,3/19/20,3/27/20,,,1,StatTrak,,,,,,,-8002134971,4045876079,California-Kirkbride,6,21,42003250700,1,21,1,1/9/24
435,1498975372,257,1295352317,3/19/20,3/27/20,,,4,StatTrak,,,,,,,-8001060446,4047058702,Perry South,6,26,42003261400,1,26,1,1/23/24
463,1789153149,258,1003248000,8/21/20,8/31/20,3702,,#2,StatTrak,25,,33,97,38,41,-799193171,404210525,Squirrel Hill South,5,14,42003141400,3,14,4,2/15/24
464,1476877637,259,264167988,8/21/20,8/28/20,175,,#1,StatTrak,,,23,,29,32,-7991485617,4043550166,Squirrel Hill South,5,14,42003140800,3,14,4,2/21/24
465,793543075,260,1597773420,9/2/20,9/10/20,346,,#1,StatTrak,,,21,,26,29,-7992116942,4047357505,Highland Park,7,11,42003110200,2,11,5,3/9/24
466,1599865645,261,830991831,9/2/20,9/10/20,393,,#2,StatTrak,,,21,,26,29,-7992007374,4047537361,Highland Park,7,11,42003110200,2,11,5,3/9/24
467,799096979,262,1169829155,9/4/20,9/11/20,79,,#5,StatTrak,25,,15,,18,21,-7994695283,4046512943,Bloomfield,7,8,42003080900,2,8,5,3/6/24
468,450517570,263,922974279,8/28/20,9/8/20,493,,#4,StatTrak,,,23,,27,29,-8000827709,4038761838,Brookline,4,32,42003191800,5,32,6,4/25/24
469,111651765,264,2131302388,9/16/20,9/24/20,1713,,#1,StatTrak,,,25,,31,34,-7994659232,4046458393,Bloomfield,7,8,42003080900,2,8,5,3/6/24
470,950865722,265,1160607646,9/16/20,9/24/20,77,,#2,StatTrak,,,16,,21,25,-7994889466,4046544568,Bloomfield,7,9,42003090300,2,9,5,3/6/24
471,1322907977,266,2037369760,9/29/20,10/7/20,450,,#4,StatTrak,25,66,32,84,38,43,-7996181268,4045666994,Polish Hill,7,6,42003060500,3,6,2,2/24/24
472,1148857711,267,866628456,9/29/20,10/7/20,403,,#5,StatTrak,25,53,27,58,33,36,-7995823663,4045833334,Upper Hill,6,5,42003060500,3,5,2,2/24/24
473,1747903211,268,1990052827,9/29/20,10/8/20,434,,#3,StatTrak,,,21,,26,29,-7998463267,4039480996,Carrick,4,29,42003290200,3,29,3,4/12/24
474,1271744444,269,903509181,9/24/20,10/2/20,58,,#6,StatTrak,,,17,,22,27,-7992284404,4046883801,East Liberty,9,11,42003111300,2,11,5,3/8/24
475,129759562,270,1173026235,7/15/20,7/23/20,630,,,StatTrak,,,20,,23,25,-7991890991,4047721007,Highland Park,7,11,42003110200,2,11,5,3/9/24
476,428626891,271,599138140,7/15/20,7/23/20,765,,,StatTrak,,,21,,25,30,-7991879726,404771611,Highland Park,7,11,42003110200,2,11,5,3/9/24
477,49936170,272,217811209,7/6/20,7/15/20,447,,,StatTrak,,,24,,29,33,-7998265596,4038844253,Carrick,4,29,42003290400,3,29,3,4/15/24
478,356579717,273,371928739,7/15/20,7/23/20,240,,,StatTrak,,,19,,24,27,-7998024734,4039179289,Carrick,4,29,42003290400,3,29,3,4/15/24
479,1197544687,274,876907650,7/6/20,7/14/20,421,,,StatTrak,,,21,,26,30,-799217699,4047252006,Highland Park,7,11,42003110200,2,11,5,3/9/24
480,756230800,275,1042493214,7/15/20,7/23/20,1577,0.421,,StatTrak,,,23,,29,33,-8000243993,4042175003,Beltzhoover,3,18,42003562400,5,18,3,4/5/24
481,550216999,276,860508874,7/6/20,7/15/20,79,,,StatTrak,,,20,,25,29,-7992197383,4047025672,Highland Park,7,11,42003110200,2,11,5,3/9/24
482,1485225020,277,932056673,7/6/20,7/15/20,410,,,StatTrak,,,22,,27,31,-7992325325,4047211761,Highland Park,7,11,42003110200,2,11,5,3/9/24
483,518712801,278,1302109006,7/27/20,8/4/20,338,,,StatTrak,,,17,,21,25,-7994591523,4046490639,Bloomfield,7,8,42003080900,2,8,5,3/6/24
484,255361105,279,39803703,7/27/20,8/4/20,439,,,StatTrak,,,20,,25,31,-7993416179,4046259636,Friendship,9,8,42003080700,2,8,5,3/23/24
485,967589290,280,2015844570,7/27/20,8/4/20,377,,,StatTrak,,,19,,24,282,-7993953694,4046372282,Bloomfield,7,8,42003080900,2,8,5,3/23/24
486,1488834790,281,1844845892,7/27/20,8/4/20,305,,,StatTrak,,,24,,29,32,-7990525948,4044609087,Point Breeze,9,14,42003140600,3,14,4,3/14/24
487,995942627,282,1710930717,7/27/20,8/4/20,4732,,,StatTrak,,,32,,37,40,-7991870003,4046439187,East Liberty,9,11,42003111500,2,11,5,3/10/24
488,54863761,283,125626905,7/27/20,8/4/20,5804,,,StatTrak,,,33,,38,41,-7991824673,4046446534,Larimer,9,12,42003120800,2,12,5,3/10/24
489,1772898101,284,1809645121,8/6/20,8/14/20,3117,,,StatTrak,,,35,,41,45,-8003547017,4046880982,Marshall-Shadeland,1,27,42003271500,1,27,1,1/14/24
490,768305302,285,1819743631,8/6/20,8/14/20,2679,1.1,,StatTrak,,,35,,41,45,-8003866736,404741476,Brighton Heights,1,27,42003270300,1,27,1,1/14/24
491,448047523,286,1528757788,8/7/20,8/14/20,5259,0.217,,StatTrak,,,37,,43,48,-8002850145,4046115005,California-Kirkbride,6,21,42003210700,1,21,1,1/9/24
492,1142659093,287,1490013197,8/6/20,8/6/20,8112,,,StatTrak,,,30,,35,39,-7995666167,4044954575,North Oakland,8,4,42003562000,3,4,4,2/23/24
493,1131354794,288,1831132941,8/7/20,8/14/20,579,2.082,,StatTrak,,,28,,33,37,-8000918142,4040218727,Brookline,4,19,42003191700,5,19,6,4/26/24
494,1507531891,289,1274441265,8/7/20,8/14/20,8429,,,StatTrak,,,35,,41,45,-8002766265,4046441817,Marshall-Shadeland,1,27,42003270400,1,27,1,1/9/24
495,1193077063,290,185718524,8/28/20,9/8/20,567,,,StatTrak,,,23,,27,30,-8001293626,403897406,Brookline,4,19,42003191800,5,19,6,4/26/24
496,1290494208,291,336694800,8/28/20,9/8/20,277,,#6,StatTrak,,,26,,31,34,-8002245273,4038884988,Brookline,4,19,42003191800,5,19,6,4/26/24
497,1210892177,292,1907761525,9/15/20,9/23/20,2770,,,StatTrak,,,38,,43,46,-8001360379,4048786252,Perry North,1,26,42003260700,1,26,1,1/15/24
498,1031619422,293,2039426244,9/15/20,9/23/20,177,,,StatTrak,,,21,,28,33,-8001430335,4048696945,Perry North,1,26,42003260700,1,26,1,1/15/24
499,785478146,294,803211323,9/15/20,9/23/20,1226,0.275,,StatTrak,,,29,,34,37,-7998822297,40473502,Spring Garden,1,26,42003241200,1,26,1,1/11/24
500,1447326289,295,111179609,9/15/20,9/23/20,945,,,StatTrak,,,23,,29,32,-80027661,4047003801,Marshall-Shadeland,1,27,42003271500,1,27,1,1/14/24
501,1238476148,296,1524260833,2/14/20,2/22/20,6446,,,StatTrak,,,31,,36,40,-7989349606,4045567614,Homewood South,9,13,42003130300,2,13,5,3/17/24
529,427254216,297,1574024593,2/14/20,2/22/20,5357,,,StatTrak,,,29,,35,39,-7989286851,4045656534,Homewood South,9,13,42003130300,2,13,5,3/17/24
530,1624280389,298,1681154440,2/14/20,2/22/20,3819,,,StatTrak,,,24,,29,32,-7989475251,4045396124,Homewood South,9,13,42003130300,2,13,5,3/17/24
531,318972132,299,1479047291,2/14/20,2/22/20,2253,,,StatTrak,,,29,,34,38,-7989380242,4045474616,Homewood South,9,13,42003130300,2,13,5,3/17/24
532,1282562954,300,741491457,2/14/20,2/22/20,7277,,,StatTrak,,,32,,37,41,-7989111527,4045286614,Homewood South,9,13,42003130400,2,13,5,3/17/24
533,1102956184,301,1734336793,2/14/20,2/22/20,2651,,,StatTrak,,,30,,36,39,-7989774569,4045444177,Homewood South,9,13,42003130300,2,13,5,3/17/24
534,806927494,302,968047295,11/14/19,12/2/19,317,,,StatTrak,,,22,,27,30,-7991792948,4047080132,Highland Park,7,11,42003110600,2,11,5,3/9/24
535,1215979940,303,310322564,11/22/19,12/2/19,4016,,,StatTrak,,,33,,37,40,-7993759535,4048126172,Stanton Heights,9,10,42003100500,2,10,5,3/7/24
536,699716104,304,1070642071,,,10001,,,StatTrak,,,27,,32,35,-799212985,4044382105,Squirrel Hill North,8,14,42003140300,3,14,4,2/18/24
537,72946739,305,2017245451,10/6/20,,,,6,StatTrak,,,,,,,-7995927762,4046754854,Central Lawrenceville,7,9,42003090200,2,9,2,3/3/24
538,749666891,306,734320697,9/29/20,10/8/20,7119,,2,StatTrak,,,29,,34,37,-7999445701,4041411303,Knoxville,3,30,42003300100,5,30,3,4/7/24
539,33843989,307,1371902444,9/29/20,10/8/20,263,,1,StatTrak,,,23,,28,31,-8004074993,4044259004,Elliott,2,20,42003562600,5,20,6,1/17/24
562,723046862,308,866451140,10/14/20,10/22/20,799,,3,StatTrak,,,20,,28,32,-7992441255,4043681766,Squirrel Hill South,5,14,42003141300,3,14,4,2/21/24
595,1747387604,309,1970095666,10/8/20,10/17/20,1061,,5,StatTrak,25,61,25,48,30,33,-8002849077,4047274658,Marshall-Shadeland,1,27,42003271500,1,27,1,1/14/24
596,1378444744,310,1663677069,10/6/20,10/14/20,900,,6,StatTrak,25,49,22,27,28,32,-7995850965,4046683292,Central Lawrenceville,7,9,42003090200,2,9,2,3/3/24
628,410602600,311,1431627012,10/27/20,11/4/20,608,,2,StatTrak,25,,21,9,24,27,-8002464896,4045228501,Manchester,6,21,42003210700,1,21,1,1/8/24
629,401135888,312,1645819786,10/27/20,11/4/20,3190,,3,StatTrak,25,,27,59,32,36,-8001674181,4045370554,Central Northside,1,22,42003220600,1,22,1,1/7/24
630,763158204,313,283499688,10/27/20,11/4/20,3913,,5,StatTrak,25,93,33,95,37,40,-7999323602,4040280999,Carrick,4,29,42003290100,3,29,3,4/23/24
631,1177739956,314,244677539,10/27/20,11/4/20,525,,6,StatTrak,25,47,23,31,29,33,-8002234,4049200899,Perry North,1,26,42003260200,1,26,1,1/15/24
632,2034185540,316,190985760,10/17/20,10/27/20,6291,,4,StatTrak,25,70,30,81,35,38,-799795506,4042154758,South Side Slopes,3,17,42003170600,3,17,3,4/3/24
661,1105202061,317,873441779,11/4/20,11/13/20,560,,1,StatTrak,,,17,,20,24,-8002719102,4045764707,Manchester,6,21,42003210700,1,21,1,1/8/24
662,1195234534,318,1130428778,11/5/20,11/13/20,4182,,3,StatTrak,,,32,,36,39,-8001561595,4047287536,Perry South,6,26,42003261500,1,26,1,1/23/24
663,767387264,319,2134404796,11/5/20,11/13/20,3824,,2,StatTrak,,,29,,35,39,-8001958026,4045922375,California-Kirkbride,6,25,42003250700,1,25,1,1/9/24
694,2118942201,320,571016153,11/5/20,11/13/20,3091,,6,StatTrak,25,58,28,70,32,35,-7994670324,4045108406,Shadyside,8,7,42003070900,2,7,4,2/9/24
695,2068404339,321,535664332,11/5/20,11/13/20,10113,,5,StatTrak,25,64,29,79,33,36,-7993737586,404539823,Shadyside,8,7,42003070900,2,7,4,3/22/24
696,588990751,322,1277360834,11/5/20,11/13/20,2265,,4,StatTrak,25,59,24,40,29,34,-7991167091,4046279869,Larimer,9,12,42003120400,2,12,5,3/12/24
697,1703344824,323,61593219,11/20/20,11/30/20,577,0.773,1,StatTrak,25,,26,54,32,35,-7993077047,4042171014,Greenfield,5,15,42003151700,3,15,4,2/12/24
698,49750232,324,887132706,11/20/20,11/30/20,,1.583,2,StatTrak,25,,26,57,31,34,-7993428685,4041961507,Hazelwood,5,15,42003562900,3,15,4,2/12/24
699,230934835,325,40065525,11/20/20,11/30/20,2183,,3,StatTrak,25,,32,93,37,40,-7992471136,4041471407,Hazelwood,5,15,42003562300,3,15,4,2/12/24
727,938946316,326,224998963,11/19/20,12/2/20,63,0.63,4,StatTrak,25,,21,22,27,31,-7999731197,4046439502,Spring Hill-City View,1,24,42003262000,1,24,1,1/24/24
728,713909736,327,766860178,11/19/20,12/2/20,419,2.46,5,StatTrak,25,,25,47,30,34,-8000928535,4046520311,Fineview,6,26,42003261400,1,26,1,1/10/24
729,70878715,328,248864678,11/19/20,12/2/20,2697,,6,StatTrak,,,29,82,34,37,-8003755298,4048450199,Brighton Heights,1,27,42003270100,1,27,1,1/14/24
730,614417587,329,1406278027,12/3/20,12/11/20,115,0.94,1,StatTrak,25,,18,3,22,24,-7998109634,404310019,South Side Flats,3,17,42003170200,3,17,3,4/24/24
731,2065174971,330,2006513535,12/4/20,12/14/20,6641,,3,StatTrak,25,,36,97,42,47,-8002850078,4045468025,Manchester,6,21,42003210700,1,21,1,1/8/24
732,1004625028,331,640242903,12/4/20,12/14/20,693,,4,StatTrak,25,,22,15,26,28,-8001142902,4048533317,Perry North,1,26,42003260700,1,26,1,1/15/24
733,667038165,332,1235035075,12/4/20,12/14/20,2718,,5,StatTrak,25,,33,94,38,42,-8001248003,40488466,Perry North,1,26,42003260200,1,26,1,1/15/24
734,786591987,333,2138413979,12/4/20,12/14/20,6191,,6,StatTrak,35,,43,91,50,55,-8001126197,4049159501,Perry North,1,26,42003260200,1,26,1,1/15/24
760,592949364,334,1764428554,12/15/20,12/23/20,195,1.812,2,StatTrak,25,51,20,19,27,33,-7989405799,4046385703,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3/18/24
761,1469659733,335,1095139650,12/15/20,12/23/20,2737,,1,StatTrak,25,68,31,82,35,38,-7991322128,404269095,Squirrel Hill South,5,14,42003141400,3,14,4,2/20/24
762,2147460777,336,67646009,12/16/20,12/23/20,666,0.794,4,StatTrak,25,44,24,39,29,31,-7992099399,4038795361,New Homestead,5,31,42003310300,3,31,4,4/20/24
763,1844854594,337,37034468,12/15/20,12/23/20,126,0.984,3,StatTrak,25,46,20,14,25,30,-79915459,4037251402,Lincoln Place,5,31,42003310200,3,31,4,4/20/24
764,621691967,338,1599660994,12/15/20,12/23/20,6417,,6,StatTrak,25,71,26,50,30,33,-7998746298,4038457499,Carrick,4,29,42003290400,3,29,3,4/23/24
793,1564003903,339,645659849,1/8/21,1/16/21,816,,4,StatTrak,25,64,23,28,28,31,-8002622501,4047477001,Marshall-Shadeland,1,27,42003271500,1,27,1,1/14/24
794,179318306,340,1151539482,1/8/21,1/16/21,109,,5,StatTrak,25,46,23,29,29,32,-8002653615,4047419055,Marshall-Shadeland,1,27,42003271500,1,27,1,1/14/24
795,425649408,341,6129295,1/8/21,1/16/21,5843,,6,StatTrak,25,79,28,73,33,38,-8001639999,4045874402,California-Kirkbride,6,25,42003250700,1,25,1,1/21/24
826,1817567735,342,87863528,1/8/21,1/20/21,5218,,1,StatTrak,25,,26,54,31,34,-7993615283,4045157485,Shadyside,8,7,42003070300,2,7,4,3/22/24
827,1923682482,343,1076917557,1/8/21,1/20/21,9022,,2,StatTrak,25,,30,85,34,37,-7993741279,4045406691,Shadyside,8,7,42003070900,2,7,4,3/22/24
828,779473088,344,506869136,1/8/21,1/16/21,,,3,StatTrak,,,,,,,-7992921649,4046940851,East Liberty,9,11,42003111300,2,11,5,3/4/24
859,606875725,345,635306010,1/21/21,,,,1,StatTrak,25,,,,,,-7995312895,4043896209,Central Oakland,3,4,42003040500,3,4,4,2/11/24
860,1111892992,346,2049624150,1/21/21,1/29/21,7148,,2,StatTrak,25,,23,30,28,31,-7995567906,4043647049,Central Oakland,3,4,42003040500,3,4,4,2/11/24
861,1192944420,347,1098903159,1/24/21,2/1/21,4044,,4,StatTrak,25,87,30,82,34,38,-7998028983,4041784591,South Side Slopes,3,17,42003170600,3,17,3,4/22/24
862,308210711,348,1122068978,1/24/21,2/1/21,2065,,5,StatTrak,25,66,25,49,32,36,-7997241017,40417547,South Side Slopes,3,16,42003160800,3,16,3,4/22/24
